initial_mode,states,Wind,GF,GFPRED,GFACT,kill_switch,modes,throttle,max_deviation,max_altitude,duration,final_landing_state,freefall_occurred,mission_complete
OFFBOARD,Flying,None,No,None,None,No,STABILIZED,None,1.374068065,12.838595,63.0,True,True,False
OFFBOARD,Takeoff,None,No,None,None,No,ALTCTL,615.0,0.10140458000000002,12.855839,81.0,True,False,False
OFFBOARD,Flying,None,No,None,None,No,AUTO.LOITER,None,1.373932122,12.851986,83.0,False,False,False
AUTO.LAND,Land,None,No,None,None,No,AUTO.LAND,260.0,0.10029650000000001,12.833055,81.0,True,False,False
AUTO.LAND,Land,None,No,None,None,No,ALTCTL,550.0,0.09996669999999996,12.83406,81.0,True,False,False
AUTO.LAND,Arm,None,No,None,None,No,AUTO.LAND,0.0,0.09782179999999996,12.80536,81.0,True,False,True
OFFBOARD,Flying,None,No,None,None,No,ALTCTL,600.0,34.617093600000004,2.0664268,19.0,True,False,False
OFFBOARD,Flying,None,No,None,None,No,POSCTL,600.0,14.261952292999998,12.655849,66.0,True,False,False
AUTO.LAND,Land,None,No,None,None,No,POSCTL,0.0,0.14110158000000003,12.924397,81.0,True,False,False
OFFBOARD,Hover,None,No,None,None,No,POSCTL,0.0,14.263955606,12.563784,56.0,True,False,False
OFFBOARD,Takeoff,None,No,None,None,No,POSCTL,550.0,33.5511745162,0.00027657644,83.0,True,False,False
AUTO.LAND,Land,None,No,None,None,No,OFFBOARD,None,0.08363469999999995,12.822949,81.0,True,False,True
